과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,186조,[186조] 심리범위,"심취소에서 비교대상발명을 보충하여 주지관용기술의 존재를 증명하기 위한 자료인 경우 새로운 공지기술에 해당하지않아서 근거로 삼을수 있다 2013후1054 주지관용기술이라 하더라도 보충하는 범위를 벗어나 새로운 공지기술을 제시한 것에 해당하는 경우에는 채택 불가하다 (2016허2829) 용이하게 도출할 수 있다는 것은 결국 선행발명 2가 아니라 이 사건 주지관용기술로부터 용이하게 도출할 수 있다는 것이 되는데, 이는 이 사건 주지관용기술이 선행발명 2를 보충하는 것이 아니라 선행발명 2를 대체하는 새로운 공지기술이 되는 결과가 되므로, 위에서 본 법리에 비추어 이 사건 소송절차에서 이 사건 주지관용기술을 이 사건 출원발명의 진보성을 부정하는 근거로 삼을 수는 없다 저는 위 두개 판례의 차이가 판결이유를 보고 전자는 비교대상발명이 주선행발명이고 주지관용기술이 부로 보충하는 정도여서 판단내용에 차이가 없고 후자는 주지관용기술이 사실상 주선행이 되는 경우이어서 보충하는 범위를 벗어났다고 이해했습니다 과도한 해석인가요? 제가 제대로 이해하고 있는걸까요?","1. 주지관용기술은 심결취소소송에서 불요증사실이 아니고, 따라서 특허청장이 입증해야 합니다. 2. 따라서, 단순히 주지관용기술임을 입증하는 자료를 제출하는 것은 동일한 거절이유에 해당하기 때문에 허용됩니다. 3. 다만, 자료를 제출하면서 동일한 거절이유가 되지 않은 경우에는 허용되지 않습니다. 사안의 사실관계는 말씀하신 것처럼, 사실이 바뀌어 동일한 거절이유가 되지 않고 따라서, 허용되지 않는 것입니다. 열공하세요", ,,20.06.04
특허법,조문,186조,출원후 승계 Case 의 원고적격,"안녕하세요 변리사님! 강의노트 p.551에 나오는 [대법원 2015후321 판결] 특허법 제 186조는 제 2항에서 특허심판원의 심결에 대한 취소의 소는 당사자, 참가인, 해당 심판이나 재심에 참가신청을 하였으나 신청이 거부된 자가 제기할 수 있다고 규정하고, 제3항에서 그 취소의 소는 심결의 등본을 송달받은 날부터 30일 이내에 제기하여야 한다고 규정하고 있다. 한편 특허법 제 38조 제 4항은 특허출원 후에는 특받권을 양수한 특정승계인은 출원인변경신고를 하여야만 그 효력이 발생한다고 규정하고 있다. 이러한 규정들에 의하면, 특허출원인으로부터 특허를 받을 수 있는 권리를 양수한 특정승계인은 출원인변경신고를 하지 않은 상태에서는 그 양수의 효력이 발생하지 않아서 특허심판원의 거절결정 불복심판 심결에 대하여 취소의 소를 제기할 수 있는 당사자 등에 해당하지 아니하므로, 그가 제기한 취소의 소는 부적법하다. 특정승계인이 취소의 소를 제기한 후 출원인변경신고를 하였더라도, 그 변경신고 시기가 취소의 소 제기기간이 지난 후라면 제기기간 내에 적법한 취소의 소 제기는 없었던 것이므로, 취소의 소가 부적법하기는 마찬가지이다. 여기서 마지막 문장이 잘 이해가 되지 않습니다. Q) '소송요건중 하나인 당사자 적격의 판단시점은 <변론 종결시>이고 제소기간의 준수여부 제소 당시를 기준으로 판단한다.'라고 배웠는데, 왜 원고적격의 판단을 제소기간 내로 하여 부적법 각하 판결이 내려졌는지 궁금합니다. 항상 감사드립니다.","안녕하세요? 제소기간 내에는 당사자만 소 제기를 할 수 있는데, 출원인변경신고가 없었다면 양도인이 당사자이고, 양수인은 당사자가 아니므로 부적법하다는 것이 요지입니다. 열공하세요~", ,,20.06.30
특허법,조문,189조,기속력에 관해 질문드립니다,"안녕하세요 변리사님! 심결취소판결의 기속력에 대해서 궁금한점이 있어 질문드립니다 2001후96판례에서 증거로 선행문헌의 출원전공지성을 인정해 무효심결했으나, 심취소에서 자백에 의해 출원후공지사실이 인정되어 취소판결확정되었는데, 그 후 환송된 심판절차에서 종전증거로 동일한 심결을 하자, 법원은 취소전 심결에서 사용된 증거는 심결취소소송의 변종후 발생한 새로운 사유도 아니고 취소의 기본된이유에도 저촉된다고 판시했습니다 궁금한점은, 선행문헌의 출원전공지성을 인정하는 자료가 심결취소소송의 변론종결 후 사유에 해당된다고 해도, 그러한 자료를 근거로 선행문헌의 출원전공지를 인정하여 무효심결하는것은 여전히 취소의 기본된이유에 반하므로 기속력에 의해 동일심결을 못하는것이 맞나요? 답변 항상 감사드립니다!! 😳",안녕하세요? 네. 서로간의 저촉되는 판단을 하지 못하는 것을 입법취지라고 생각하면 됩니다. 제목이 질문규칙에 맞지 않으니 수정해 주세요., ,,20.07.28
특허법,문제,186조,심결취소소송,"첫 번째 문제 보기 3번에 따르면 심결취소소송에서는 특허청장이 거절결정의 이유와 다른 새로운 거절이유가 아닌한 심결에서 판단되지 않았던 사항이라도 심결을 정당화할 수 있다면 그 사항을 주장할 수 있다고 하였는데, 두번째 문제 보기 2번에서는 심판당시 인용발명 1과 2를 결합하고 그것을 인용하여 출원발명의 진보성을 부정하였을 때 심결취소소송에서는 인용발명 2를 주된 인용발명으로 주장하는 것이 허용되지 않는다고 하였습니다. 하지만 첫번째 문제 보기 3번에 따르면 두번째 문제 보기 2번 상황의 심결취소소송에서 특허청장이 인용발명 2를 주된 인용발명으로 사용하여 심판에서의 거절결정 이유인 '진보성 부정'을 정당화 할 수 있다면 인용발명 2를 진보성 부정의 이유로 주장할 수 있다고 생각하는데 틀린 이유가 궁금합니다. 답변해주시면 감사하겠습니다.","거절이유의 동일성 판단을 못하고 있습니다. 동일한 거절이유가 되기 위해서는 주지가 동일해야 하는데, 구체적으로 조문과 사실이 같아야 주지가 동일한다고 할 수 있습니다. 아래의 케이스는 사실이 달라서 다른 거절이유입니다.", ,,20.09.30
특허법,조문,188의 2,기술심리관과 전심관여의 제척,"안녕하세요 기술심리관이 심리관으로참여한 심결취소소송 사건의 특허와 관련하여 이전에 특허여부결정 또는 심결에 관여하였다면 188의2 준용 148조 6호따라 “기술심리관제척사유”가 되는듯 한데요 이에 몇 변리사님들은 해당 제척으로인해 민소법 2호의재심사유가 된다고 보시는것같습니다 그런데, 2호재심사유는 관여할 수 없는“법관”이 관여한 경우에 생기는 재심사유인바 ‘기술심리관’이 제척사유 불구하고 심리관으로 참여하였다고 그자체로 재심사유가 될 수 있는게 맞나요? 제 짧은 지식으로는 기술심리관은 법관의 보조역할에 불과해 재심사유로 볼수 있는지가 조금 의문이듭니다 감사합니다","네. 제척사유로 보는 것이 일반적입니다. 법 제188조의2에서 민소법 제42조내지제45조, 제47조 및 제48조도 준용하는데, 이는 기술심리관을 법관과 같이 취급하기 때문입니다.", ,,20.10.10
특허법,조문,186조,165조1항에 따른 심판비용의 결정 불복 대상,"안녕하세요 변리사님 강의 잘 들었습니다 조문을 읽다가 궁금한 점이 생겨서 질문드립니다. 186조7항에 따르면 ""제165조제2항제5호에 따른 심결 / 제165조제1항에 따른 심판비용의 심결 / 결정"" 이렇게 세가지에 대하여 특허법원에 소를 제기할 수 없다는 명문의 규정이 나와있습니다. 이에 165조2항5호에 따른 심결은 제190조1항에 따른 행정/민사법원에 소를 제기하면 되는걸로 배웠습니다. 그러면 165조1항에 따른 심판비용의 심결과 결정은 어디에 불복해야하는지, 혹 명문의 규정에 따른 해석이라면 어떤 조항에 따른 해석인지 궁금합니다. 감사합니다!!","안녕하세요? 심판비용의 부담자에 대해서는 이미 정해져 있고, 심판비용액의 결정에 대해서는 ""산업재산권 심판비용액 결정에 관한 고시""에서 그 절차를 규정하고 있습니다. 따라서, 비용 부담자에 대해 불복은 원심결/결정에 대한 불복에서 하는 것이고, 비용액에 대한 불복이 있다면 고시이기 때문에 행정소송이나 심판청구가 가능할 것 같네요. 열공하세요", ,,20.11.29
특허법,조문,,객관식 910번 질문드립니다,1번 지문에 대한 해설에서 특허권자가 정정심판을 청구하여 권리범위확인심판에 대한 심결취소소송의 사실심 변론종결시 이후에 특허발명의 명세서 또는 도면에 대하여 정정을 한다는 심결이 확정되더라도 정정 전 명세서 등으로 판단한 원심판결에 재심사유가 있다고 볼수 없다고 명시되어 틀린지문입니다. 하지만 178조에서 정정심결은 소급효가 있으므로 정정전의 명세서 또는 도면에 의거하여 행하여진 심결 또는 판결은 그것을 이유로 하여 재심의 대상이 될 수 있다고 하지 않았나요,판결이 바뀌었습니다. 2016후2522 전합 판결 참조하세요. 이 카페에서 검색해 봐도 나오네요~, ,,20.12.03
특허법,조문,186조,심결취소소송,"안녕하세요! 2018년 기출문제 질문입니다. 당사자는 심결에서 판단되지 않은 처분의 위법사유도 심결취소소송단계에서 주장·입증할 수 있고, 심결취소소송의 법원은 특별한 사정이 없는 한 제한 없이 이를 심리·판단하여 판결의 기초로 삼을 수 없다 → X 강의노트 p.510에 정정심판 청구기간의 예외에 대해서 설명하는 부분에서는 특허취소결정에 대한 취소소송은 제한설이라 정정심판을 청구할 수 없고, 특허무효심결에 대한 취소소송은 무제한설이라 정정심판을 청구할 수 있다고 되어 있습니다. 위 기출문제 지문에서의 심결취소소송은 ‘심결’에 대한 취소소송이므로 무제한설을 따르고, 따라서 제한 없이 판결의 기초로 삼을 수 있다 라고 이해하면 되는건가요?","결정계 심판의 취소소송과 취소결정에 대한 취소소송은 제한설이고, 당사자계 심판의 취소소송은 무제한설입니다. 즉, 원칙은 무제한설이나 예외적으로 제한설을 취하고 있기 때문에 틀린 지문입니다.", ,,20.12.14
특허법,조문,189조,2017후1830 判例,"소송경과는 아래와 같습니다. 특허심판원 2015.11.23. 2014당3326, 2015당3680(병합) 특허법원 2016.6.17. 2015허8226 대법원 2016.10.27. 2016후1390 특허심판원 2017.1.6. 2016당(취소판결)133 특허심판원 2017.1.6. 2016당(취소판결)134 특허법원 2017.7.20. 2017허257 특허법원 2017.7.20. 2017허837 대법원 2021.1.14. 2017후1830 질1. 판례 주요 취지가 1. 정정청구는 불가분 일체로서 함께 취소되어야 한다 2. 기속력 미치는 부분은 1항 심결 위법에 한한다 -> 따라서 3항 내지 5항이 정정청구 걸쳐있어 함께 심결 취소되었더라도 29조2항 인정하는 심결 가능하다 로 정리할 수 있는것 같은데 맞게 이해했을까요? 질2. 3-5항의 심결 함께 취소되어 심판원 환송시 정정전 청구항으로 심리(1번)하나요 아님 정정후 청구항(2번)으로 심리하나요? 1번이라면 특허권자는 다시 정정청구해야하는 수고로움을 감수해야 하는 것이 맞을까요? 항상 감사합니다.","1. 판결의 사실관계는 3-5항에 대해 진보성이 인정된다는 것입니다. 문제가 되는 것은 특허법원의 판결이 기속력에 근거하여 진보성이 인정된다는 것이었으나, 대법원은 기속력은 1항에만 인정되지 3항에는 인정되지 않는다고 판시하였습니다. 2. 정정의 적법성을 다시 판단합니다.", ,,21.05.17
특허법,조문,187조,소송의 당사자,"안녕하세요! 강의노트 543페이지에 있는 소송의 당사자 관련 표에 대한 질문입니다. 1. 심판의 종류 중 특허취소신청인 경우에 심판장에 의한 각하결정이 나면 원고가 특허취소신청인, 피고는 특허청장이고 심판관합의체에 의한 각하결정이 나면 불복할 수 없는 것의 차이가 궁금합니다. 2. 당사자계 심판에서 각하결정이 나면 피고가 특허청장이고 각하심결인 경우엔 피고가 심판피청구인인 차이를 보이는 것도 잘 이해가 안갑니다. 당사자계 심판에서는 187 단서 때문에 심판청구인과 피청구인이 원고 피고가 되는 것 같은데 187 단서가 정확히는 '심판 또는 그 재심의 심결에 대한 소를 제기하는 경우에는' 으로 되어있어서 당사자계 심판의 각하'결정'인 경우에는 특허청장이 피고가 될 수 있는 것인가요? 아니면 방식심리에서 심판장이 결정각하한 대상이 내용이 아니라 형식측면을 검토하고 내린 각하결정이라 심판 피청구인이 아닌 특허청장이 피고가 되는 것으로 이해해야 할까요? 감사합니다:>","법 제186조제1항에서 불복가능한 것은, (1) 취소결정, (2) 심결, (3) 청구서(취소신청서)의 각하결정이고, 법 제187조 단서에서 당사자계 심판에 대한 심결은 제외되니, 법 제187조 본문의 적용대상은 (1) 취소결정, (2) 결정계 심판에 대한 결정, (3) 청구서(취소신청서)의 각하결정입니다. 따라서, 문의한 내용 중 1. 취소신청서의 각하결정은 법 제187조본문이 적용되고, 취소신청의 각하결정은 법 제186조제1항에서 제외되어 불복이 안 됩니다. 2. 당사사계 심판청구서의 각하결정은 법 제187조본문이 적용되고, 당사자계 심판청구의 각하결정은 법 제187조단서가 적용됩니다. 열공하세요~", ,,21.06.25
특허법,조문,187조,187조 공동심판청구인 중 1명의 피고적격,공동심판청구인 중 1명이 피고일때 학설이 긍정한다고 하고 위 표에 이유가 나와있는데 어차피 원고가 소송에서 승소해봤자 나머지 심판청구인을 대상으로 소송을 제기해서 승소하지 않는이상 판결이 확정되지 않고 따라서 공동심판청구인 중 1명을 피고로 해도 된다 라고 이해하도 되나요??,"승소하면, 심판원으로 되돌아가서 전원에 대해 심판절차가 진행되므로 1명을 피고로 해도 된다는 것입니다. 참고로 학설이 아니라 판례가 긍정하고 있습니다. 열공하세요~", ,,21.06.25
특허법,조문,186조,거절결정불복심판 심결취소소송 심리범위 관련 판례 질문드립니다.,"2002후 2303 판례 질문드립니다. 책 1215p 각주에 있는 판례입니다. 필기노트 p548 caes4에도 실려 있습니다. [2002후 2303] 심결취소소송에 있어서 심리판단의 대상이 되는 것은 심결의 위법성 일반으로서 실체상의 판단의 위법과 심판절차상의 위법이 이에 포함될 것인바, 출원발명의 청구범위 1항 발명이 진보성이 없다는 거절결정이 정당하다고 하여 심판 청구를 기각하고, 이에 대하여 출원발명자는 출원 발명이 진보성이 있어 심결이 위법하다는 이유로 심결취소소송을 제기한 경우, 그 심결취소소송에서는 출원발명이 진보성이 없다고 한 심결의 위법 여부만을 심리판단할 수 있을 뿐이고, 비록 출원발명의 명세서 기재가 특허법상 기재요건에 위배되는 것으로 인정된다 하더라도 진보성 판단에 앞서 명세서 기재요건에 대한 거절이유를 통지하지 않았다는 이유로 심결을 위법하다고 할 수 없다. 이 판례가 나타내는 것이 아래의 2007후 3820 판례와 동일한지 질문드립니다.(필기노트 473p에 있습니다) [2007후 3820] 특허거절결정의 이유 중에 심사관이 통지하지 아니한 거절이유가 일부 포함되어 있다 하더라도, 특허거절결정에 대한 심판청구를 기각하는 심결이유가 심사관이 통지하지 아니한 거절이유를 들어 특허거절결정을 유지하는 경우가 아니라면, 그와 같은 사유만으로 거절이유통지를 하지 않고 한 심결을 위법하다고 할 수 없다. (1항이 진보성 위반, 27-29항이 기재불비인 경우 1항 진보성 위반에 대한 OA는 이루어졌지만 27-29 기재불비에 대한 OA는 이뤄지지 아니한 경우에도 거절결정은 적법하다는 판결) [질문1] 위의 2002후 2303 판례의 요지도 아래 판례의 상황과 동일한 상황인데 출원인의 주장만이 다를뿐 판례가 말하고자 하는 결론은 '원거절이유가 해소되었음을 전제로 다른 거절이유가 존재하는지 판단한다'로 양 판례가 같다고 생각했습니다. 맞게 이해한 걸까요? 아니면 그런 의미가 아니라 단순히 결정계 심판의 경우 제한설이기 때문에 출원인이 주장한 이유에 대해서만 심결할 수 있다는 판례일까요? [질문2] 그럼 위 2002후 2303의 경우 만약 진보성 위반이 아니어서 취소환송할 경우 심판원에서 기재불비에 대해 다투면 된다고 생각했는데 맞을까요? 감사합니다. 저작자 표시컨텐츠변경비영리","1. 2002후2302 판결과 2007후3820 판결은 사실관계, 법리 모두 서로 다른 내용입니다. 2002후2302는 원거절이유(진보성 위반)가 해소되었음을 전제로 새로운 거절이유(명세서 기재불비)가 있는지 여부를 검토한다는 것이고(거절결정할 때 명세서 기재불비는 포함되어 있지 않습니다), 2007후3820는 거절결정할 때 거절이유통지가 되지 않은 이유(명세서 기재불비)가 포함되어 있지만, 거절이유통지한 이유(진보성 위반)가 포함되어 있다면 거절결정이 적법하다는 것입니다. 또한, 심판원에서도 명세서 기재불비를 근거로 거절결정이 타당하다고 심결할 수는 없지만, 진보성 위반을 근거로 거절결정이 타당하다고 심결할 수 있다는 것입니다. 2. 심판원에서 명세서 기재불비에 대해 다투고자 한다면 다시 거절이유통지를 하면 됩니다. 열공하세요~", ,,21.07.03
특허법,조문,189조,2017후1830 판결,"강의노트 p.552 마지막 기각판결에서 3항은 확정된 취소판결의 기속력이 미치지 않아서 원심의 이유설시에 부적절한 부분이 있으나, 3항이 진보성이 없다는 판단은 적절 이부분에서 3항이 진보성이 있다는 판단은 적절 아닌가요??? 판례도 찾아보면서 제 나름대로 해석하자면 특허법원에서 3항은 기속력에 따른것이어서 적법하다고 판단한 부분은 대법원에서 이유설시에 부적절한 부분을 말하는 것 같고 그래도 특허법원에서 진보성이 적법하다는 판단은 적절하다고 이해됩니다. 그래서 강의노트 저부분이 오타가 아닌지 궁금하네요 아니면 제 이해한 부분에서 틀린게 있나요???? 마지막으로 중급강의 OT를 들었을때 리담특허법이랑 강의노트 새로 추록된게 있는것 같은데 추록부분은 기본강의 듣는 사람은 못 받나요???? 아니면 따로 한빛사이트에 올려주나요??? 항상 감사합니다.","네. 오타입니다. 중급 강의에서 나눠주는 자료(추록)은 공식적인 것이 아니며, 중급강의를 위해 만든 자료입니다. 기본서의 공식적인 추록은 10월 중에 나올 예정이며, 강의노트는 별도의 추록을 배포하지는 않습니다. 열공하세요~", ,,21.07.29
특허법,조문,188조,재판서 정본의 송부,"188조 2항에 따르면 소송절차가 완료되면 그 사건에 대한 심급의 재판서 정본을 특허심판원장에게 보내야하는데 특허취소 신청, 결정계 심판에 대한 소송은 특허청장이 피고로 되므로 별도로 통지하지 않아도 된다고 써 있습니다. 그렇다면 각하결정의 경우 당사자계라도 특허청장이 피고 소가 진행되는데 이 경우도 따로 재판서 정본을 송부할 필요는 없는건가요?",네. 없습니다., ,,21.08.15
특허법,조문,186조,판결의 기초가 된 행정처분이 바뀐 경우,안녕하세요 변리사님. 1. A라는 이해관계인이 청구한 무효심판청구가 상고심 계속 중(원고가 특허권자) B라는 이해관계인이 청구한 무효심판의 무효심결이 확정되었을 때 특허법원이 특허권자의 심결취소소송에 대한 기각 판결은 없는 특허를 대상으로 하였기 때문에 판결의 기초가 된 행정처분이 바뀐 경우인 법령위반이 존재하여 파기소각하 해야할것입니다. 이 때 판결의 기초가 된 행정처분은 특허권 설정등록 인가요 아니면 특허결정 인가요 아니면 다른 행정처분 인가요? 즉 특허권이 처음부터 없었던 것으로 본다는 것은 어떤 행정처분이 바뀌어 소급적으로 없어진것인지 궁금합니다. 2. 정정심판과 특허무효심판. 취소신청과의 관계에서 특허무효 심판이 상고심 계속 중 특허정정심결이 확정되었을 때는 특허결정이라는 행정처분의 내용이 변경되긴했지만 특허결정은 판결의 기초가 된 행정처분이 아니기 때문에 특허법원의 판결에는 451조 1항 8호의 법령위반이 존재하지 않는다고 판시되어있습니다. 그러나 위와 같이 경우에도 상고심 계속 중 정정심결확정이 아닌 특허권 무효심결이 확정되었다면 특허법원의 판결에는 451조 1항 8호의 법령위반이 존재할 것 인데 이때 판결의 기초가 되는 행정처분이 바뀐경우에서 기초가 된 행정처분이 특허결정이라면 이는 정정심판과 특허무효심판 관계 판례에서 보면 특허결정이 변경된 경우는 판결의 기초가 된 행정처분 변경이 아니므로 파기소각하 하면 안된다고 느껴지는데 이는 1번과의 관계에서 모순 처럼 느껴집니다.(결국 특허결정이 소급하여 소멸한것이든 내용이 바뀐것이든 행정처분이 바뀐경우이므로) 내용 정리가 잘 안되는데 즉 특허권이 처음부터 없었던 것으로 본다는 것은 어떤 판결의 기초가 된 행정처분이 바뀌어 소멸한 것인지? 만약 그 행정처분이 특허결정이라면 정정심판과 특허무효심판 관계에서 모순이 일어난다고 생각되는데 어떤 부분을 잘못생각하고 있는지 궁금합니다.,"안녕하세요? 특허권 자체가 소멸하는 것을 행정처분이 변경된 것으로 보고 있는 것입니다. 2016후2522 판결은 특허권은 유지하면서, 소급효에 의해 특허결정된 대상만 바뀌는 것입니다. 열공하세요~ 답글기능 더보기", ,,21.08.19
특허법,조문,186조,"제한설과 보정,정정 질문입니다","안녕하세요 변리사님. 거절결정불복심판 심결 취소소송에서 법원은 보정각하결정이 위법하다면 그것만을 이유로 곧바로 심결을 취소하여야 하는것이지 심사관이나 심판원이 하지도 아니한 보정 이후의 특허출원에 대한 거절결정의 위법성 여부까지 스스로 심리하여 이 역시 위법한 경우에만 심결을 취소할 것은 아니다. > 이유1. 보정후 명도를 검토하는것은 법원의 행정권 행사임 > 이유2. 보정 후 명세서에 대한 출원인의 의견서/보정기회 박탈하는 것이 됨 여기서 이유2가 제한설을 취하는 주된 이유라고 설명해 주셨습니다. 특허법원에 계속 중 정정인용심결이 확정될 경우, 특허취소신청인 경우 곧바로 취소환송 할것이고, 무효심판일경우 정정된 특허발명에 의해 특허무효사유를 심리한다고 설명해주셨는데 1. 특허취소신청의 심결 취소 소송은 제한설 인데 특허권자가 심판원에서 주장하지 아니한 정정인용심결 확정에 대해 새로이 주장할 수 있는지? (즉 특허법원 계속 중 정정확정후 정정후 명도로 심사하지 않았다는 이유로 심판원의 심결이 위법하다고 특허법원에서 처음으로 주장할 수 있는지 +보정각하도 그 부적법을 계속 주장하지 않고 있다가 특허법원에 가서야 보정각하가 위법하다는것을 주장해도 제한설 위반이 아닌지) 2. 무효심판 청구에서 인용심결이 확정될 경우 특허심판원의 심결이 심판 대상을 잘못 정한 흠결이 있지만 사실심이고 무제한설 이기 때문에 정정된 청구범위를 기준으로 특허무효사유가 있는지 여부를 판단하여 심결의 적법성 여부를 판단하면 된다. 라고 판시되어 있는데 여기서 무제한설이니 정정인용심결 확정에 대해 주장할 수 있을 것이고 특허취소신청처럼 의견서 제출기회 같은 문제도 없을 것이니 정정 후 명도로 심리 할 수 있다는건 이해가 됩니다. 그러나 심판원이 한번도 심리하지 않은 정정 후 명세서/도면을 판단하는것은 행정권 침해 문제가 될 수 있지 않나요? (즉 맨위 단락 이유2에 대해 문제는 없지만 이유1에 대해서는 문제가 되는것 같습니다.) (이유가2가 제한설과 무제한설을 구분하는 기준이지 이유1은 그것과 궤를 달리하는 것이 아닌지)","1. 주장할 수 없습니다. 2. 난해한 내용이기는 합니다. 심결취소소송의 심리대상은 심결의 위법성 일반인데, 문의하신 정정후 명도에 의해 판단하는 것은 심결의 위법성 판단대상에 들어오지만, 보정 후 명도에 의한 거절결정의 위법성을 판단하는 것은 심결의 위법성 판단대상을 벗어난 것이라는 취지로 이해하면 됩니다. 열공하세요~", ,,21.08.20
특허법,조문,186조,제한설,"소송의 제한설과 변론주의를 공부하던 중에 헷갈리는 부분이 있어서 질문드립니다. 우선 소송의 본안심리는 변론주의를 채택함과 동시에 일부 직권주의의 형태를 띄고 있습니다. 다만 직권주의의 어디까지나 일견 기록에 현출되어 있는 사항에 관해서만 직권으로 증거를 조사하고 판단할 수 있습니다. 거절결정불복심판의 심결취소소송에 경우 제한설에 해당하고 따라서 거절이유에 기재되지 아니한 새로운 공지기술을 이유로 심결이 정당하다고 주장할 수 없습니다. 이 말은 기록에 현출되어 있는 어떤 새로운 공지기술이 있다면 해당 공지기술을 직권주의의 영역에서는 증거로 조사, 판단할 수 있지만 거절결정불복심판의 심결취소소송에서는 제한설이라는 이유로 증거로 사용할 수 없는건가요? 그렇다면 반대로 무효심판 심결취소소송에서는 당사자가 주장하지 않았지만 기록된 사항을 통해 도출된 새로운 공지기술을 증거를 이용하는 것은 직권주의도 만족하고 무제한설도 만족하는 상황인 건가요?",네. 정확히 이해하고 있습니다., ,,21.10.06
특허법,조문,186조,거절결정불복심판 심결취소소송의 심리범위,"대법원 2016.3.25. 선고 2015 후 1997 거절결정불복심판 청구 기각 심결의 취소소송절차에서 특허청장은 거절결정의 이유 외에도 심사나 심판 단계에서 의견서 제출의 기회를 부여한 사유 및 이와 주요한 취지가 부합하는 사유를 해당 심결의 결론을 정당하게 하는 사유로 주장할 수 있고, 심결취소소송의 법원은 이를 심리, 판단하여 심결의 당부를 판단하는 근거로 삼을 수 있다. 위에 판례에서 ""거절결정의 이유 외에도 심사나 심판 단계에서 의견서 제출의 기회를 부여한 사유""가 헷갈립니다. 해당 사유가 ""거절결정의 원거절결정 이유와 기각심결로 통지한 이유"" 이렇게 두 가지만을 의미하는건가요? 혹은 원거절결정 이유는 아니지만 심사, 심판 단계에서 최초 혹은 최후거절이유를 통지하고 그에 따른 의견서제출 기회를 부여했을 때의 거절이유까지 모두 포함하는 건가요? ex) 특허심사 1. 최초거절이유 - 신규성 위반 2. 최후거절 이유 - 진보성 위반 3. 거절결정이유 통지 - 진보성 위반 이후 거절결정불복 심판 청구 4. 최후거절 이유 - 선출원 위반 5. 기각심결 - 선출원 위반 만약 위의 예와 같은 상황이라면 거절결정 이유인 진보성과 기각심결의 원인이었던 선출원 위반이 아닌 신규성 위반을 소 제기 시에 해당 기각심결의 결론을 정당하게 하는 사유로 주장할 수 있나요?",출원인에게 대응기회를 준 사유라고 가능하다고 이해하면 됩니다. 사안의 예시에서는 신규성 위반의 경우도 가능합니다. 열공하세요~, ,,21.10.09
특허법,조문,186조,심리범위,"거절결정불복심판에서는 심사단계에서 거절이유통지를 했던 사항도 거절결정이유로 삼지 않았다면, 심판단계에서 다시 거절이유를 통지해야한다고 배웠는데, 판례 2015후1997에 따르면, 거절결정불복심판청구 기각 심결 취소소송절차에서 특허청장은 거절결정 이유 외에도 심사나 심판단계에서 의견서제출기회를 부여한 사유는 주장할 수 있다고 하는데, 심판단계에서 부여한 사유는 이해되는데, 심사는 왜 포함되어있는지 궁금합니다. 심판단계에서는 다시 의견서제출기회를 주어야 하지만, 취소소송단계에서는 심사단계에서 의견서제출기회를 부여한 사유에 대하여 심판단계에서 또 다시 의견서제출기회를 주지 않았더라도 기각심결 취소소송에서 주장할 수 있는 사유가 되는건가요?","법 제170조 제2항에 따라 심판단계에서는 거절결정의 이유와 다른 이유로 기각심결하고자 할 경우 의견제출기회를 주어야 하는 것이고, 심결취소소송단계에서는 거절결정된 이유나 기각심결된 이유에 대해 출원인에게 대응기회를 주었기 때문에 특허청장이 이를 이유로 거절결정이 타당하다고 주장할 수 있다는 것으로서, 양자는 사실관계를 달리하는 내용입니다. 별개의 그림이 각각 강의노트에 있으니 살펴보세요~", ,,21.10.13
특허법,조문,191조,통상실시권자의 의미,"안녕하세요. 통상실시권자와 보상에 관하여 질문드립니다. 191조 3호에서 통상실시권자가 원래있던 통상실시권자인가요 아니면 강제실시권에의한 통상실시권자인가요?? 그리고 106조,106-2조의 경우에는 보상을 통상실시권자에게도 해주지만 110조의 경우에는 통상실시권지에게는 해주지않는것이 맞나요?? 감사합니다.",재정청구는 특허권자 또는 전용실시권자를 대상으로 합니다. 통상실시권자는 타인에게 재정에 의한 통상실시권자를 허락해줄 권한을 가지고 있지 않습니다. 열공하세요~, ,,21.11.06
